,created_at,text,Polarity,Subjectivity,Aggregate Score
result_type,2020-03-16 23:58:21,#Tesla #ModelY new owners: How was your delivery facilitated? The former mass hysteria delivery model of people com https://t.co/Td4LzOmLE0,0.06818181818181818,0.22727272727272727,0.1477272727272727
result_type,2020-03-16 23:57:24,Pretty sure delivering 6 months ahead of schedule is exceeding expectations @CNBC #Tesla $TSLA $TSLAQ https://t.co/TymSsz,0.375,0.9444444444444444,0.6597222222222222
result_type,2020-03-16 23:57:14,"I want to send out huge hugs to the #Tesla community. Many are struggling with anxiety, fear, and sadness - and I want to",0.45000000000000007,0.7,0.575
result_type,2020-03-16 23:57:13,I really hope all this #SelfIsolation means I won't get stopped if as a family we all go out for a drive to aleviat https://t.co/9CEWf4sZNm,0.2,0.2,0.2
result_type,2020-03-16 23:56:22,"Do you know that #tesla has some models with cabin protection against biological contamination, @BillGates  https://t.co/zc3ABVYkqs",0.0,0.0,0.0
result_type,2020-03-16 23:56:16,@thirdrowtesla Electricity still way cheaper and better for environment. Buy a #Tesla and fill up in your garage! ,0.625,0.5,0.5625
result_type,2020-03-16 23:56:09,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 23:56:05,"Model 3, the first deliveries of which, began only at the end of August 2019, was able to capture the hearts of Australians in",0.25,0.6527777777777778,0.4513888888888889
result_type,2020-03-16 23:54:38,Definitely a #Tesla supercharger coming to Pismo Beach! https://t.co/u8NpMBLLYI,0.0,0.5,0.25
result_type,2020-03-16 23:51:07,I see you jonathan... #jonathanlivingstonseagull #tesla #model3 https://t.co/Otjtxf5S2y,0.0,0.0,0.0
result_type,2020-03-16 23:50:54,"#Tesla Model 3 numbers top 4,000 in Australia, more than S and X combined https://t.co/ZsIDmkASFX",0.5,0.5,0.5
result_type,2020-03-16 23:50:24,Here's how Elon Musks plans to blanket the earth with 12k+ high speed internet satellites by 2024! #ElonMusk #Spac,0.2,0.5399999999999999,0.37
result_type,2020-03-16 23:50:02,"Mother of Frauds, Maye Musk, shilling for her other son, Kimbal.#PlantASeed is to distract indeed. #Tesla $TSLA https://t.co/3nb0YovjRP",-0.125,0.375,0.125
result_type,2020-03-16 23:49:30,".#Tesla has begun deliveries for its #ModelY crossover SUV, the company announced on Twitter Monday. However, its s https://t.co/QQ9rNjPqYu",0.0,0.0,0.0
result_type,2020-03-16 23:48:14,In matter of 7 weeks............#TESLA crashed by 54%Now if u remember what we told at peak levels ??Soon : $ 402 https://t.co/TNilj7IBPa,0.0,0.0,0.0
result_type,2020-03-16 23:48:13,Newest #Tesla V3 #Supercharger in Abbotsford BC now live https://t.co/NTjq6db0iH https://t.co/F1BQ2jK3ir,0.13636363636363635,0.5,0.3181818181818182
result_type,2020-03-16 23:45:19,"@RealSkipBayless Congratulations to @USATODAY, the world's largest news organization! We hope your journalists catc https://t.co/uWbz100HKr",0.0,0.0,0.0
result_type,2020-03-16 23:45:01,"#Tesla Model Y pics reveal perfect design, loads of new details https://t.co/dJnLUfabWw",0.5681818181818181,0.7272727272727273,0.6477272727272727
result_type,2020-03-16 23:41:17,2020 #Tesla #Model3 completed with full front-end and rocker panel protection film and tinted windows! #TCTwraps. https://t.co/I2rq4ul2Mi,0.4375,0.55,0.49375
result_type,2020-03-16 23:41:10,5 Chinese Stocks Into Electric Vehicles https://t.co/pWD6iH2h0C #China #Auto #Stocks #Manufacturing #Investment #EV #Cars,0.0,0.0,0.0
result_type,2020-03-16 23:41:05,5 Chinese Stocks Into Electric Vehicles https://t.co/pWD6iH2h0C #China #Auto #Stocks #Manufacturing #Investment #EV #Cars,0.0,0.0,0.0
result_type,2020-03-16 23:36:50, SPOTTED  New #Mercedes EQE! Mercedes' newest electric car is expected to arrive in 2022 with a 370+-mile range.Will t,0.03522727272727272,0.42727272727272725,0.23124999999999998
result_type,2020-03-16 23:36:38,"Model 3, the first deliveries of which, began only at the end of August 2019, was able to capture the hearts of Australians in",0.25,0.6527777777777778,0.4513888888888889
result_type,2020-03-16 23:33:56,I loved driving my buddys Tesla Model 3 w/ performance package! A boy can dream I guess! Hook me up plz @elonmusk #gof,1.0,0.8,0.9
result_type,2020-03-16 23:32:55,I loved driving my buddys Tesla Model 3 w/ performance package! A boy can dream I guess! Hook me up plz @elonmusk https://t.co/6CL0tx3CV0,1.0,0.8,0.9
result_type,2020-03-16 23:32:47,So I am about 250 miles from 50k miles on the #Tesla #Model3.  This working from home will extended that warranty f https://t.co/xrBrCICVAv,0.0,0.0,0.0
result_type,2020-03-16 23:31:00,"The guys from Throttle House get their hands on a #ModelY Performance (James in California does, Thomas stuck in Toronto",0.0,0.0,0.0
result_type,2020-03-16 23:30:44,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 23:27:43,This is what #Tesla Autopilot sees using #neuralnetworks #AI #MachineLearning #AutonomousVehicles v/ @evankirstel @M,0.0,0.0,0.0
result_type,2020-03-16 23:27:38,This is what #Tesla Autopilot sees using #neuralnetworks #AI #MachineLearning #AutonomousVehicles v/ @evankirstel @M,0.0,0.0,0.0
result_type,2020-03-16 23:25:24,I wanted to share my first and (so far) only #tiktok #tsla #tesla #model3 https://t.co/QelxhPsaMN,0.11666666666666665,0.7777777777777777,0.4472222222222222
result_type,2020-03-16 23:22:57,"4,180 Tesla model 3s have been delivered in Australia, already surpassing total Model X and S sales: https://t.co/z7K8Y",0.0,0.75,0.375
result_type,2020-03-16 23:21:53,As a public service Im not just disinfecting the Supercharger Im about to use but Im using the rest of my precious Clo,0.25,0.5333333333333333,0.39166666666666666
result_type,2020-03-16 23:17:00,Fast Charging Stations Damage Tesla Car Batteries After Just 25 Charging Cycles: https://t.co/EeShFqIpDw#copolitics,0.2,0.6,0.4
result_type,2020-03-16 23:15:53,@Tesla Anyone else super aroused? #tesla #modely,0.21666666666666667,0.6333333333333333,0.425
result_type,2020-03-16 23:14:51,"4,180 Tesla model 3s have been delivered in Australia, already surpassing total Model X and S sales: https://t.co/TGv32ywzRq",0.0,0.75,0.375
result_type,2020-03-16 23:12:59,At some point you have to wonder if Elon Musks bizarre #coronavirus rants are delusional or a desperate attempt to https://t.co/7VDXzC2shV,-0.09999999999999998,0.8,0.35000000000000003
result_type,2020-03-16 23:11:42,Tesla Begins U.S. Deliveries of the Highly Anticipated Model Y Crossover - https://t.co/ldM0RBkLbB #Tesla #ModelY https://t.co/03RDBhPbBn,0.16,0.5399999999999999,0.35
result_type,2020-03-16 23:09:48,#TESLA : $TSLA : Mar-16 : Update Technical Analysis ChartWatch-&gt; https://t.co/IuJSSLZkDL#trading https://t.co/2uvBb25OwK,0.0,0.1,0.05
result_type,2020-03-16 23:09:35,"after the County shut down of Freemont factory, do you think $TSLA will hit:#Tesla #TeslaQ $TSLAq",-0.15555555555555559,0.2888888888888889,0.06666666666666667
result_type,2020-03-16 23:08:37,Model Y Deliveries Begin! (video) #Tesla #ModelY #evCrossover #evSUV #evProduction https://t.co/C7aPui7trj,0.0,0.0,0.0
result_type,2020-03-16 23:07:47,Hey #coronavirus you will never be as contagious as a #Tesla,0.0,0.0,0.0
result_type,2020-03-16 22:59:03,"#ModelY is beautiful, Im impressed and I will be buying one. All of the videos have been helpful #tesla",0.925,1.0,0.9625
result_type,2020-03-16 22:58:59,Secret Ninjas are Everywhere#Anime #Clubbing #Elonmusk #Gamer #Girls #Pcgaming #Tech #SpaceX #Tesla https://t.co/FUubDg4Frw,-0.4,0.7,0.14999999999999997
result_type,2020-03-16 22:57:48,"I want to send out huge hugs to the #Tesla community. Many are struggling with anxiety, fear, and sadness - and I want to",0.45000000000000007,0.7,0.575
result_type,2020-03-16 22:57:40,#Tesla driver in dispute with #RhodeIsland DMV over FKGAS vanity plate. #1stAmendment #FakeGas https://t.co/zFpoBIpnjS,0.0,0.0,0.0
result_type,2020-03-16 22:55:28,So from the Tesla Service Centre the RHD Model 3 Entry Bluetooth sensors still run on LHD software thats why the driver,0.0,0.0,0.0
result_type,2020-03-16 22:54:58,@thirdrowtesla Electricity still way cheaper and better for environment. Buy a #Tesla and fill up in your garage! ,0.625,0.5,0.5625
result_type,2020-03-16 22:53:22,"I want to send out huge hugs to the #Tesla community. Many are struggling with anxiety, fear, and sadness - and I want to",0.45000000000000007,0.7,0.575
result_type,2020-03-16 22:52:18,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:52:08,Tesla Fremont walk-out tomorrow?$TSLA  $TSLAQ #Tesla @Tesla,0.0,0.0,0.0
result_type,2020-03-16 22:51:26,"Number of Teslas registered in Norway today was 27 with 1 Model S, 1 Model X and 25 Model 3 making it a total of 50215 Source",0.0,0.75,0.375
result_type,2020-03-16 22:49:59,"Number of Teslas registered in Norway today was 27 with 1 Model S, 1 Model X and 25 Model 3 making it a total of 50 https://t.co/ZdPTIM02JZ",0.0,0.75,0.375
result_type,2020-03-16 22:47:55,So from the Tesla Service Centre the RHD Model 3 Entry Bluetooth sensors still run on LHD software thats why the dr https://t.co/DMwu2TCnby,0.0,0.0,0.0
result_type,2020-03-16 22:46:02,"Model 3, the first deliveries of which, began only at the end of August 2019, was able to capture the hearts of Aus https://t.co/Hhx0ALu0St",0.25,0.6527777777777778,0.4513888888888889
result_type,2020-03-16 22:45:22,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:44:52,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:42:46,As a public service Im not just disinfecting the Supercharger Im about to use but Im using the rest of my precious Clo,0.25,0.5333333333333333,0.39166666666666666
result_type,2020-03-16 22:42:04,Fast Charging Stations Damage Tesla Car Batteries After Just 25 Charging Cycles: https://t.co/EeShFqIpDw https://t.co/PoteOfc1X3,0.2,0.6,0.4
result_type,2020-03-16 22:41:03,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:39:41,"Its important to note Tesla survived 2008, and theyre twice the size, with multiples more revenue opportunity (Ch https://t.co/L4K9BD2Ue8",0.45,0.75,0.6
result_type,2020-03-16 22:39:05,"But...but...Elon's saving the world! How will the world survive without poorly made, unsafe, electric vehicles that pac",-0.4,0.6,0.09999999999999998
result_type,2020-03-16 22:37:32,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:37:16,@orthereaboot @elonmusk You need a pair of short shorts! It's not going to protect you from that burn though! #Tesla #ElonMusk #teslaq,0.0,0.3,0.15
result_type,2020-03-16 22:36:53,Tesla Model Y Gets Positive Reviews From Dedicated Auto Enthusiasts$TSLA #Tesla #ModelYhttps://t.co/7C89AvIhpw,0.22727272727272727,0.5454545454545454,0.38636363636363635
result_type,2020-03-16 22:36:21,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:33:34,@TIMGOLDFINCH @GrubStreetJorno @AsselbergsSimon @purpleline @DMcWilliams_UK @asentance @Gravity_v20 @jbhearn @Wolf_InTheWilds,0.0,0.0,0.0
result_type,2020-03-16 22:32:03,"Steve Eisman, the guy who Steve Carrell played in the Big Short, was shorting #Tesla stock in 2018. Yes he was early but",0.03333333333333333,0.2333333333333333,0.13333333333333333
result_type,2020-03-16 22:31:13,Tesla Model Y Gets Positive Reviews From Dedicated Auto Enthusiasts$TSLA #Tesla #ModelYhttps://t.co/7C89AvIhpw,0.22727272727272727,0.5454545454545454,0.38636363636363635
result_type,2020-03-16 22:30:52,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:30:17,"Tesla Releases Model Y Ad, Focuses On Winter Driving Dynamics$TSLA #Tesla #ModelYhttps://t.co/aPgiNZmOjp",0.0,0.0,0.0
result_type,2020-03-16 22:22:06,And there it is! #Tesla #S3XY,0.0,0.0,0.0
result_type,2020-03-16 22:21:13,"Given the current situation of a near #lockdown, I dont think #Tesla owners will be able to use the free https://t.co/cwzNfse10X",0.25,0.55625,0.403125
result_type,2020-03-16 22:20:02,Tesla Model Y deliveries begin in the UShttps://t.co/Dw0OMMLRdQ#Tesla #ModelY #ElectricVehicles #EV #Features https://t.co/DPd6SCw9ai,0.0,0.0,0.0
result_type,2020-03-16 22:19:04,Tesla is announcing the official start of Model Y deliveries in the US #tesla #modely #electricvehicles https://t.co/S0I6PXfpc5,0.0,0.0,0.0
result_type,2020-03-16 22:16:07,I am still getting my #Tesla #ModelY @Elon,0.0,0.0,0.0
result_type,2020-03-16 22:16:00,"I want to send out huge hugs to the #Tesla community. Many are struggling with anxiety, fear, and sadness - and I want to",0.45000000000000007,0.7,0.575
result_type,2020-03-16 22:14:21,the most sexiest story in the galaxy is now about to complete.https://t.co/SrahXmyhNo#Tesla#ModelY #TeslaModelY,0.5,0.5,0.5
result_type,2020-03-16 22:13:40,"I want to send out huge hugs to the #Tesla community. Many are struggling with anxiety, fear, and sadness - and I w https://t.co/QySXQaGhaD",0.45000000000000007,0.7,0.575
result_type,2020-03-16 22:10:00,"Car crashes are more dangerous than coronavirus, SpaceX and Tesla CEO Elon Musk says... #ElonMusk #Tesla #SpaceX https://t.co/oCqPxuuV75",-0.04999999999999999,0.7,0.32499999999999996
